algorithm,percentile of pool members,selection probability
LexiMin,60.55555555555555,0.0672169948549309
LexiMin,60.83333333333333,0.06721699485493092
LexiMin,61.111111111111114,0.06721699485493092
LexiMin,61.38888888888889,0.06721699485493092
LexiMin,61.66666666666667,0.06721699485493092
LexiMin,61.94444444444444,0.06721699485493092
LexiMin,62.22222222222222,0.06721699485493092
LexiMin,62.5,0.06721699485493093
LexiMin,62.77777777777778,0.06721699485493093
LexiMin,63.05555555555556,0.06721699485493093
LexiMin,63.33333333333333,0.06721699485493093
LexiMin,63.61111111111111,0.06721699485493095
LexiMin,63.888888888888886,0.06721699485493095
LexiMin,64.16666666666667,0.06721699485493102
LexiMin,64.44444444444444,0.06721699485493102
LexiMin,64.72222222222223,0.0672169948549311
LexiMin,65.0,0.06721699485493113
LexiMin,65.27777777777779,0.06721699485493116
LexiMin,65.55555555555556,0.06721699485493116
LexiMin,65.83333333333333,0.06721699485493117
LexiMin,66.11111111111111,0.06721699485493118
LexiMin,66.38888888888889,0.06721699485493121
LexiMin,66.66666666666666,0.06721699485493127
LexiMin,66.94444444444444,0.06721699485493128
LexiMin,67.22222222222223,0.0672169948549313
LexiMin,67.5,0.06721699485493132
LexiMin,67.77777777777779,0.06721699485493136
LexiMin,68.05555555555556,0.0672169948549314
LexiMin,68.33333333333333,0.06721699485493147
LexiMin,68.61111111111111,0.06721699485493149
LexiMin,68.88888888888889,0.06721699485493157
LexiMin,69.16666666666667,0.06721699485493157
LexiMin,69.44444444444444,0.0672169948549316
LexiMin,69.72222222222221,0.06721699485493161
LexiMin,70.0,0.06721699485493163
LexiMin,70.27777777777777,0.06721699485493174
LexiMin,70.55555555555556,0.0672169948549318
LexiMin,70.83333333333334,0.06721699485493186
LexiMin,71.11111111111111,0.06721699485493192
LexiMin,71.38888888888889,0.06721699485493206
LexiMin,71.66666666666667,0.06721778385782265
LexiMin,71.94444444444444,0.06735630409698944
LexiMin,72.22222222222221,0.06735630409698995
LexiMin,72.5,0.06735630409698996
LexiMin,72.77777777777777,0.06735630409699003
LexiMin,73.05555555555556,0.06735630409699006
LexiMin,73.33333333333333,0.06735630409699009
LexiMin,73.61111111111111,0.06735630409699012
LexiMin,73.88888888888889,0.0673563040969902
LexiMin,74.16666666666667,0.0673563040969902
LexiMin,74.44444444444444,0.06735630409699023
LexiMin,74.72222222222223,0.06735630409699025
LexiMin,75.0,0.06735630409699028
LexiMin,75.27777777777777,0.06735630409699032
LexiMin,75.55555555555556,0.06735630409699032
LexiMin,75.83333333333333,0.06735630409699032
LexiMin,76.11111111111111,0.06735630409699034
LexiMin,76.38888888888889,0.06735630409699034
LexiMin,76.66666666666667,0.06735630409699034
LexiMin,76.94444444444444,0.06735630409699034
LexiMin,77.22222222222223,0.06735630409699034
LexiMin,77.5,0.06735630409699035
LexiMin,77.77777777777779,0.06735630409699037
LexiMin,78.05555555555556,0.06735630409699038
LexiMin,78.33333333333333,0.06735630409699042
LexiMin,78.61111111111111,0.06735630409699049
LexiMin,78.88888888888889,0.06735630409699053
LexiMin,79.16666666666666,0.06735630409699059
LexiMin,79.44444444444444,0.06735630409699066
LexiMin,79.72222222222223,0.06735630409699066
LexiMin,80.0,0.06735630409699066
LexiMin,80.27777777777779,0.06735630409699067
LexiMin,80.55555555555556,0.06735630409699106
LexiMin,80.83333333333333,0.06735630409699118
LexiMin,81.11111111111111,0.06735985119138391
LexiMin,81.38888888888889,0.06748215537678626
LexiMin,81.66666666666667,0.06875038312462062
LexiMin,81.94444444444444,0.06875038312462084
LexiMin,82.22222222222221,0.06875038312462087
LexiMin,82.5,0.06875038312462088
LexiMin,82.77777777777777,0.06875038312462088
LexiMin,83.05555555555556,0.06875038312462166
LexiMin,83.33333333333334,0.06875107048396349
LexiMin,83.61111111111111,0.08430320917502962
LexiMin,83.88888888888889,0.08430328585407418
LexiMin,84.16666666666667,0.08430328585407451
LexiMin,84.44444444444444,0.08430328585407453
LexiMin,84.72222222222221,0.08430328585407455
LexiMin,85.0,0.08430328585407457
LexiMin,85.27777777777777,0.0843032858540746
LexiMin,85.55555555555556,0.08430328585407462
LexiMin,85.83333333333333,0.08430328585407462
LexiMin,86.11111111111111,0.08430328585407464
LexiMin,86.38888888888889,0.08430328585407475
LexiMin,86.66666666666667,0.08430328585407479
LexiMin,86.94444444444444,0.08430328585407484
LexiMin,87.22222222222223,0.08430328585407502
LexiMin,87.5,0.08430328585407516
LexiMin,87.77777777777777,0.08430328585407534
LexiMin,88.05555555555556,0.08430328585407555
LexiMin,88.33333333333333,0.08430358038239563
LexiMin,88.61111111111111,0.0843048928788797
LexiMin,88.88888888888889,0.10792768577867332
LexiMin,89.16666666666667,0.1079276857786736
LexiMin,89.44444444444444,0.10792768577867366
LexiMin,89.72222222222223,0.10792768577867372
LexiMin,90.0,0.10792768577867377
LexiMin,90.27777777777779,0.10792768577867377
LexiMin,90.55555555555556,0.1079276857786738
LexiMin,90.83333333333333,0.10792768577867382
LexiMin,91.11111111111111,0.10792768577867388
LexiMin,91.38888888888889,0.10792768577867395
LexiMin,91.66666666666666,0.10792768577867395
LexiMin,91.94444444444444,0.10792768577867409
LexiMin,92.22222222222223,0.10792768577867419
LexiMin,92.5,0.10792768577867423
LexiMin,92.77777777777779,0.10792768577867463
LexiMin,93.05555555555556,0.1079276857786748
LexiMin,93.33333333333333,0.10792841128645736
LexiMin,93.61111111111111,0.10793052300604948
LexiMin,93.88888888888889,0.108828758495093
LexiMin,94.16666666666667,0.10882875849509317
LexiMin,94.44444444444444,0.10882875849509323
LexiMin,94.72222222222221,0.10882875849509328
LexiMin,95.0,0.1088287584950934
LexiMin,95.27777777777777,0.10882875849509367
LexiMin,95.55555555555556,0.1088296550020141
LexiMin,95.83333333333334,0.1596280877198797
LexiMin,96.11111111111111,0.15962808771988082
LexiMin,96.38888888888889,0.17643695787646166
LexiMin,96.66666666666667,0.19772918909135492
LexiMin,96.94444444444444,0.25311837712556684
LexiMin,97.22222222222221,0.2531195565416333
LexiMin,97.5,0.2666762989417312
LexiMin,97.77777777777777,0.28659979563307847
LexiMin,98.05555555555556,0.36699430109505404
LexiMin,98.33333333333333,0.5014352696887975
LexiMin,98.61111111111111,0.5198223027601221
LexiMin,98.88888888888889,0.5276933183090216
LexiMin,99.16666666666667,0.5645362175758187
LexiMin,99.44444444444444,0.5884399797969402
LexiMin,99.72222222222223,1.0
k/n,0.0,0.08333333333333333
k/n,0.2777777777777778,0.08333333333333333
k/n,0.5555555555555556,0.08333333333333333
k/n,0.8333333333333334,0.08333333333333333
k/n,1.1111111111111112,0.08333333333333333
k/n,1.3888888888888888,0.08333333333333333
k/n,1.6666666666666667,0.08333333333333333
k/n,1.9444444444444444,0.08333333333333333
k/n,2.2222222222222223,0.08333333333333333
k/n,2.5,0.08333333333333333
k/n,2.7777777777777777,0.08333333333333333
k/n,3.0555555555555554,0.08333333333333333
k/n,3.3333333333333335,0.08333333333333333
k/n,3.6111111111111107,0.08333333333333333
k/n,3.888888888888889,0.08333333333333333
k/n,4.166666666666666,0.08333333333333333
k/n,4.444444444444445,0.08333333333333333
k/n,4.722222222222222,0.08333333333333333
k/n,5.0,0.08333333333333333
k/n,5.277777777777778,0.08333333333333333
k/n,5.555555555555555,0.08333333333333333
k/n,5.833333333333333,0.08333333333333333
k/n,6.111111111111111,0.08333333333333333
k/n,6.388888888888888,0.08333333333333333
k/n,6.666666666666667,0.08333333333333333
k/n,6.944444444444445,0.08333333333333333
k/n,7.222222222222221,0.08333333333333333
k/n,7.5,0.08333333333333333
k/n,7.777777777777778,0.08333333333333333
k/n,8.055555555555555,0.08333333333333333
k/n,8.333333333333332,0.08333333333333333
k/n,8.61111111111111,0.08333333333333333
k/n,8.88888888888889,0.08333333333333333
k/n,9.166666666666666,0.08333333333333333
k/n,9.444444444444445,0.08333333333333333
k/n,9.722222222222223,0.08333333333333333
k/n,10.0,0.08333333333333333
k/n,10.277777777777777,0.08333333333333333
k/n,10.555555555555555,0.08333333333333333
k/n,10.833333333333334,0.08333333333333333
k/n,11.11111111111111,0.08333333333333333
k/n,11.38888888888889,0.08333333333333333
k/n,11.666666666666666,0.08333333333333333
k/n,11.944444444444445,0.08333333333333333
k/n,12.222222222222221,0.08333333333333333
k/n,12.5,0.08333333333333333
k/n,12.777777777777777,0.08333333333333333
k/n,13.055555555555557,0.08333333333333333
k/n,13.333333333333334,0.08333333333333333
k/n,13.61111111111111,0.08333333333333333
k/n,13.88888888888889,0.08333333333333333
k/n,14.166666666666666,0.08333333333333333
k/n,14.444444444444443,0.08333333333333333
k/n,14.722222222222223,0.08333333333333333
k/n,15.0,0.08333333333333333
k/n,15.277777777777779,0.08333333333333333
k/n,15.555555555555555,0.08333333333333333
k/n,15.833333333333332,0.08333333333333333
k/n,16.11111111111111,0.08333333333333333
k/n,16.38888888888889,0.08333333333333333
k/n,16.666666666666664,0.08333333333333333
k/n,16.944444444444446,0.08333333333333333
k/n,17.22222222222222,0.08333333333333333
k/n,17.5,0.08333333333333333
k/n,17.77777777777778,0.08333333333333333
k/n,18.055555555555554,0.08333333333333333
k/n,18.333333333333332,0.08333333333333333
k/n,18.61111111111111,0.08333333333333333
k/n,18.88888888888889,0.08333333333333333
k/n,19.166666666666668,0.08333333333333333
k/n,19.444444444444446,0.08333333333333333
k/n,19.72222222222222,0.08333333333333333
k/n,20.0,0.08333333333333333
k/n,20.27777777777778,0.08333333333333333
k/n,20.555555555555554,0.08333333333333333
k/n,20.833333333333336,0.08333333333333333
k/n,21.11111111111111,0.08333333333333333
k/n,21.38888888888889,0.08333333333333333
k/n,21.666666666666668,0.08333333333333333
k/n,21.944444444444443,0.08333333333333333
k/n,22.22222222222222,0.08333333333333333
k/n,22.5,0.08333333333333333
k/n,22.77777777777778,0.08333333333333333
k/n,23.055555555555557,0.08333333333333333
k/n,23.333333333333332,0.08333333333333333
k/n,23.61111111111111,0.08333333333333333
k/n,23.88888888888889,0.08333333333333333
k/n,24.166666666666668,0.08333333333333333
k/n,24.444444444444443,0.08333333333333333
k/n,24.72222222222222,0.08333333333333333
k/n,25.0,0.08333333333333333
k/n,25.27777777777778,0.08333333333333333
k/n,25.555555555555554,0.08333333333333333
k/n,25.833333333333336,0.08333333333333333
k/n,26.111111111111114,0.08333333333333333
k/n,26.38888888888889,0.08333333333333333
k/n,26.666666666666668,0.08333333333333333
k/n,26.944444444444443,0.08333333333333333
k/n,27.22222222222222,0.08333333333333333
k/n,27.500000000000004,0.08333333333333333
k/n,27.77777777777778,0.08333333333333333
k/n,28.055555555555557,0.08333333333333333
k/n,28.333333333333332,0.08333333333333333
k/n,28.61111111111111,0.08333333333333333
k/n,28.888888888888886,0.08333333333333333
k/n,29.166666666666668,0.08333333333333333
k/n,29.444444444444446,0.08333333333333333
k/n,29.72222222222222,0.08333333333333333
k/n,30.0,0.08333333333333333
k/n,30.277777777777775,0.08333333333333333
k/n,30.555555555555557,0.08333333333333333
k/n,30.833333333333336,0.08333333333333333
k/n,31.11111111111111,0.08333333333333333
k/n,31.38888888888889,0.08333333333333333
k/n,31.666666666666664,0.08333333333333333
k/n,31.944444444444443,0.08333333333333333
k/n,32.22222222222222,0.08333333333333333
k/n,32.5,0.08333333333333333
k/n,32.77777777777778,0.08333333333333333
k/n,33.05555555555556,0.08333333333333333
k/n,33.33333333333333,0.08333333333333333
k/n,33.611111111111114,0.08333333333333333
k/n,33.88888888888889,0.08333333333333333
k/n,34.166666666666664,0.08333333333333333
k/n,34.44444444444444,0.08333333333333333
k/n,34.72222222222222,0.08333333333333333
k/n,35.0,0.08333333333333333
k/n,35.27777777777778,0.08333333333333333
k/n,35.55555555555556,0.08333333333333333
k/n,35.833333333333336,0.08333333333333333
k/n,36.11111111111111,0.08333333333333333
k/n,36.388888888888886,0.08333333333333333
k/n,36.666666666666664,0.08333333333333333
k/n,36.94444444444444,0.08333333333333333
k/n,37.22222222222222,0.08333333333333333
k/n,37.5,0.08333333333333333
k/n,37.77777777777778,0.08333333333333333
k/n,38.05555555555556,0.08333333333333333
k/n,38.333333333333336,0.08333333333333333
k/n,38.611111111111114,0.08333333333333333
k/n,38.88888888888889,0.08333333333333333
k/n,39.166666666666664,0.08333333333333333
k/n,39.44444444444444,0.08333333333333333
k/n,39.72222222222222,0.08333333333333333
k/n,40.0,0.08333333333333333
k/n,40.27777777777778,0.08333333333333333
k/n,40.55555555555556,0.08333333333333333
k/n,40.833333333333336,0.08333333333333333
k/n,41.11111111111111,0.08333333333333333
k/n,41.388888888888886,0.08333333333333333
k/n,41.66666666666667,0.08333333333333333
k/n,41.94444444444444,0.08333333333333333
k/n,42.22222222222222,0.08333333333333333
k/n,42.5,0.08333333333333333
k/n,42.77777777777778,0.08333333333333333
k/n,43.05555555555556,0.08333333333333333
k/n,43.333333333333336,0.08333333333333333
k/n,43.611111111111114,0.08333333333333333
k/n,43.888888888888886,0.08333333333333333
k/n,44.166666666666664,0.08333333333333333
k/n,44.44444444444444,0.08333333333333333
k/n,44.72222222222222,0.08333333333333333
k/n,45.0,0.08333333333333333
k/n,45.27777777777778,0.08333333333333333
k/n,45.55555555555556,0.08333333333333333
k/n,45.83333333333333,0.08333333333333333
k/n,46.111111111111114,0.08333333333333333
k/n,46.38888888888889,0.08333333333333333
k/n,46.666666666666664,0.08333333333333333
k/n,46.94444444444444,0.08333333333333333
k/n,47.22222222222222,0.08333333333333333
k/n,47.5,0.08333333333333333
k/n,47.77777777777778,0.08333333333333333
k/n,48.05555555555556,0.08333333333333333
k/n,48.333333333333336,0.08333333333333333
k/n,48.61111111111111,0.08333333333333333
k/n,48.888888888888886,0.08333333333333333
k/n,49.166666666666664,0.08333333333333333
k/n,49.44444444444444,0.08333333333333333
k/n,49.72222222222222,0.08333333333333333
k/n,50.0,0.08333333333333333
k/n,50.27777777777778,0.08333333333333333
k/n,50.55555555555556,0.08333333333333333
k/n,50.83333333333333,0.08333333333333333
k/n,51.11111111111111,0.08333333333333333
k/n,51.388888888888886,0.08333333333333333
k/n,51.66666666666667,0.08333333333333333
k/n,51.94444444444445,0.08333333333333333
k/n,52.22222222222223,0.08333333333333333
k/n,52.5,0.08333333333333333
k/n,52.77777777777778,0.08333333333333333
k/n,53.05555555555556,0.08333333333333333
k/n,53.333333333333336,0.08333333333333333
k/n,53.61111111111111,0.08333333333333333
k/n,53.888888888888886,0.08333333333333333
k/n,54.166666666666664,0.08333333333333333
k/n,54.44444444444444,0.08333333333333333
k/n,54.72222222222223,0.08333333333333333
k/n,55.00000000000001,0.08333333333333333
k/n,55.27777777777778,0.08333333333333333
k/n,55.55555555555556,0.08333333333333333
k/n,55.833333333333336,0.08333333333333333
k/n,56.111111111111114,0.08333333333333333
k/n,56.388888888888886,0.08333333333333333
k/n,56.666666666666664,0.08333333333333333
k/n,56.94444444444444,0.08333333333333333
k/n,57.22222222222222,0.08333333333333333
k/n,57.49999999999999,0.08333333333333333
k/n,57.77777777777777,0.08333333333333333
k/n,58.05555555555556,0.08333333333333333
k/n,58.333333333333336,0.08333333333333333
k/n,58.611111111111114,0.08333333333333333
k/n,58.88888888888889,0.08333333333333333
k/n,59.166666666666664,0.08333333333333333
k/n,59.44444444444444,0.08333333333333333
k/n,59.72222222222222,0.08333333333333333
k/n,60.0,0.08333333333333333
k/n,60.27777777777777,0.08333333333333333
k/n,60.55555555555555,0.08333333333333333
k/n,60.83333333333333,0.08333333333333333
k/n,61.111111111111114,0.08333333333333333
k/n,61.38888888888889,0.08333333333333333
k/n,61.66666666666667,0.08333333333333333
k/n,61.94444444444444,0.08333333333333333
k/n,62.22222222222222,0.08333333333333333
k/n,62.5,0.08333333333333333
k/n,62.77777777777778,0.08333333333333333
k/n,63.05555555555556,0.08333333333333333
k/n,63.33333333333333,0.08333333333333333
k/n,63.61111111111111,0.08333333333333333
k/n,63.888888888888886,0.08333333333333333
k/n,64.16666666666667,0.08333333333333333
k/n,64.44444444444444,0.08333333333333333
k/n,64.72222222222223,0.08333333333333333
k/n,65.0,0.08333333333333333
k/n,65.27777777777779,0.08333333333333333
k/n,65.55555555555556,0.08333333333333333
k/n,65.83333333333333,0.08333333333333333
k/n,66.11111111111111,0.08333333333333333
k/n,66.38888888888889,0.08333333333333333
k/n,66.66666666666666,0.08333333333333333
k/n,66.94444444444444,0.08333333333333333
k/n,67.22222222222223,0.08333333333333333
k/n,67.5,0.08333333333333333
k/n,67.77777777777779,0.08333333333333333
k/n,68.05555555555556,0.08333333333333333
k/n,68.33333333333333,0.08333333333333333
k/n,68.61111111111111,0.08333333333333333
k/n,68.88888888888889,0.08333333333333333
k/n,69.16666666666667,0.08333333333333333
k/n,69.44444444444444,0.08333333333333333
k/n,69.72222222222221,0.08333333333333333
k/n,70.0,0.08333333333333333
k/n,70.27777777777777,0.08333333333333333
k/n,70.55555555555556,0.08333333333333333
k/n,70.83333333333334,0.08333333333333333
k/n,71.11111111111111,0.08333333333333333
k/n,71.38888888888889,0.08333333333333333
k/n,71.66666666666667,0.08333333333333333
k/n,71.94444444444444,0.08333333333333333
k/n,72.22222222222221,0.08333333333333333
k/n,72.5,0.08333333333333333
k/n,72.77777777777777,0.08333333333333333
k/n,73.05555555555556,0.08333333333333333
k/n,73.33333333333333,0.08333333333333333
k/n,73.61111111111111,0.08333333333333333
k/n,73.88888888888889,0.08333333333333333
k/n,74.16666666666667,0.08333333333333333
k/n,74.44444444444444,0.08333333333333333
k/n,74.72222222222223,0.08333333333333333
k/n,75.0,0.08333333333333333
k/n,75.27777777777777,0.08333333333333333
k/n,75.55555555555556,0.08333333333333333
k/n,75.83333333333333,0.08333333333333333
k/n,76.11111111111111,0.08333333333333333
k/n,76.38888888888889,0.08333333333333333
k/n,76.66666666666667,0.08333333333333333
k/n,76.94444444444444,0.08333333333333333
k/n,77.22222222222223,0.08333333333333333
k/n,77.5,0.08333333333333333
k/n,77.77777777777779,0.08333333333333333
k/n,78.05555555555556,0.08333333333333333
k/n,78.33333333333333,0.08333333333333333
k/n,78.61111111111111,0.08333333333333333
k/n,78.88888888888889,0.08333333333333333
k/n,79.16666666666666,0.08333333333333333
k/n,79.44444444444444,0.08333333333333333
k/n,79.72222222222223,0.08333333333333333
k/n,80.0,0.08333333333333333
k/n,80.27777777777779,0.08333333333333333
k/n,80.55555555555556,0.08333333333333333
k/n,80.83333333333333,0.08333333333333333
k/n,81.11111111111111,0.08333333333333333
k/n,81.38888888888889,0.08333333333333333
k/n,81.66666666666667,0.08333333333333333
k/n,81.94444444444444,0.08333333333333333
k/n,82.22222222222221,0.08333333333333333
k/n,82.5,0.08333333333333333
k/n,82.77777777777777,0.08333333333333333
k/n,83.05555555555556,0.08333333333333333
k/n,83.33333333333334,0.08333333333333333
k/n,83.61111111111111,0.08333333333333333
k/n,83.88888888888889,0.08333333333333333
k/n,84.16666666666667,0.08333333333333333
k/n,84.44444444444444,0.08333333333333333
k/n,84.72222222222221,0.08333333333333333
k/n,85.0,0.08333333333333333
k/n,85.27777777777777,0.08333333333333333
k/n,85.55555555555556,0.08333333333333333
k/n,85.83333333333333,0.08333333333333333
k/n,86.11111111111111,0.08333333333333333
k/n,86.38888888888889,0.08333333333333333
k/n,86.66666666666667,0.08333333333333333
k/n,86.94444444444444,0.08333333333333333
k/n,87.22222222222223,0.08333333333333333
k/n,87.5,0.08333333333333333
k/n,87.77777777777777,0.08333333333333333
k/n,88.05555555555556,0.08333333333333333
k/n,88.33333333333333,0.08333333333333333
k/n,88.61111111111111,0.08333333333333333
k/n,88.88888888888889,0.08333333333333333
k/n,89.16666666666667,0.08333333333333333
k/n,89.44444444444444,0.08333333333333333
k/n,89.72222222222223,0.08333333333333333
k/n,90.0,0.08333333333333333
k/n,90.27777777777779,0.08333333333333333
k/n,90.55555555555556,0.08333333333333333
k/n,90.83333333333333,0.08333333333333333
k/n,91.11111111111111,0.08333333333333333
k/n,91.38888888888889,0.08333333333333333
k/n,91.66666666666666,0.08333333333333333
k/n,91.94444444444444,0.08333333333333333
k/n,92.22222222222223,0.08333333333333333
k/n,92.5,0.08333333333333333
k/n,92.77777777777779,0.08333333333333333
k/n,93.05555555555556,0.08333333333333333
k/n,93.33333333333333,0.08333333333333333
k/n,93.61111111111111,0.08333333333333333
k/n,93.88888888888889,0.08333333333333333
k/n,94.16666666666667,0.08333333333333333
k/n,94.44444444444444,0.08333333333333333
k/n,94.72222222222221,0.08333333333333333
k/n,95.0,0.08333333333333333
k/n,95.27777777777777,0.08333333333333333
k/n,95.55555555555556,0.08333333333333333
k/n,95.83333333333334,0.08333333333333333
k/n,96.11111111111111,0.08333333333333333
k/n,96.38888888888889,0.08333333333333333
k/n,96.66666666666667,0.08333333333333333
k/n,96.94444444444444,0.08333333333333333
k/n,97.22222222222221,0.08333333333333333
k/n,97.5,0.08333333333333333
k/n,97.77777777777777,0.08333333333333333
k/n,98.05555555555556,0.08333333333333333
k/n,98.33333333333333,0.08333333333333333
k/n,98.61111111111111,0.08333333333333333
k/n,98.88888888888889,0.08333333333333333
k/n,99.16666666666667,0.08333333333333333
k/n,99.44444444444444,0.08333333333333333
k/n,99.72222222222223,0.08333333333333333
